observation_date,GDP,Trend,Cycle
1992-10-01,926.4700518760643,926.4427564498483,0.027295426216028318
1993-01-01,926.6368564022704,927.1315196131845,-0.49466321091415466
1993-04-01,927.2173392796128,927.8429070095549,-0.6255677299420768
1993-07-01,927.693359327089,928.5773676192139,-0.8840082921249177
1993-10-01,929.0443416290966,929.3349387428204,-0.2905971137238339
1994-01-01,930.0100268323554,930.1150759244,-0.10504909204462365
1994-04-01,931.356108989889,930.9170434690496,0.4390655208393355
1994-07-01,931.9389914798297,931.7400365501552,0.1989549296745281
1994-10-01,933.0780496665085,932.5835392855406,0.49451038096788125
1995-01-01,933.4322023125898,933.4471667231936,-0.01496441060385223
1995-04-01,933.7300810590987,934.3308593432247,-0.6007782841260223
1995-07-01,934.5772082851694,935.234547777822,-0.657339492652568
1995-10-01,935.2539949598624,936.1577672932534,-0.9037723333909753
1996-01-01,936.0002536329624,937.099620567526,-1.0993669345635908
1996-04-01,937.6544403138531,938.058615515504,-0.4041752016509008
1996-07-01,938.5474746071244,939.0325365701433,-0.48506196301889304
1996-10-01,939.5804901120613,940.0189021809167,-0.4384120688554276
1997-01-01,940.2238592458689,941.0149115830808,-0.7910523372119087
1997-04-01,941.8753643461363,942.0174754974839,-0.14211115134764896
1997-07-01,943.1162029780742,943.0229840616853,0.09321891638887791
1997-10-01,943.9664384830113,944.0277338913781,-0.06129540836684555
1998-01-01,944.9651874716463,945.0280829486528,-0.0628954770064638
1998-04-01,945.8866171198385,946.0203488577309,-0.1337317378923899
1998-07-01,947.1376986275322,947.0008078519779,0.1368907755543205
1998-10-01,948.7340848765847,947.9656481572974,0.7684367192872514
1999-01-01,949.6691333893293,948.9111480859849,0.7579853033444124
1999-04-01,950.5004115742863,949.8340916505223,0.6663199237640356
1999-07-01,951.8175819028645,950.7317616856111,1.0858202172533993
1999-10-01,953.4449354699711,951.6018795241433,1.843055945827814
2000-01-01,953.8070723707764,952.442881065966,1.3641913048103333
2000-04-01,955.6119734052743,953.2544151068141,2.3575582984601624
2000-07-01,955.713854075646,954.0370282024865,1.6768258731596006
2000-10-01,956.3091176541351,954.7928183932997,1.5162992608353534
2001-01-01,955.9807804092208,955.5249872211828,0.45579318803800106
2001-04-01,956.6033414006979,956.2377340887857,0.36560731191218565
2001-07-01,956.2018974965162,956.9355583515007,-0.7336608549845778
2001-10-01,956.4762961267519,957.6231999670779,-1.1469038403259901
2002-01-01,957.3091766836415,958.3049160787136,-0.995739395072178
2002-04-01,957.9200138529884,958.9842090641547,-1.0641952111662931
2002-07-01,958.3257012577263,959.6639260154413,-1.338224757715011
2002-10-01,958.4492299821237,960.3462136888492,-1.8969837067254502
2003-01-01,958.9744900587087,961.0323381689045,-2.0578481101957777
2003-04-01,959.8562131039955,961.7223171549499,-1.866104050954391
2003-07-01,961.5057333625898,962.4148140979578,-0.9090807353679793
2003-10-01,962.6597700673301,963.1072643852958,-0.44749431796572026
2004-01-01,963.2248220912203,963.7965051477855,-0.5716830565652344
2004-04-01,963.9967870831144,964.4790790249068,-0.48229194179236856
2004-07-01,964.9409100716316,965.1511524374855,-0.210242365853901
2004-10-01,965.9559492037449,965.8085744150533,0.14737478869164988
2005-01-01,967.0592042566685,966.4470556288347,0.6121486278337898
2005-04-01,967.5506192875309,967.0624037358648,0.48821555166614417
2005-07-01,968.3313774576441,967.6508292418041,0.6805482158399627
2005-10-01,968.8853566948517,968.2088639418735,0.6764927529782199
2006-01-01,970.221770539623,968.7334874929743,1.4882830466486894
2006-04-01,970.4801891145129,969.2221247448299,1.2580643696829839
2006-07-01,970.630032718521,969.6731799707077,0.9568527478132864
2006-10-01,971.4858102750625,970.08588536291,1.3999249121525281
2007-01-01,971.7861943367757,970.4601028085483,1.32609152822738
2007-04-01,972.3960926282438,970.7966154707128,1.5994771575309414
2007-07-01,972.9704657391744,971.0970791994923,1.8733865396820875
2007-10-01,973.5967372903939,971.3642024442049,2.232534846188969
2008-01-01,973.1690597313907,971.601926510304,1.5671332210866922
2008-04-01,973.7627223245223,971.815661911131,1.9470604133913412
2008-07-01,973.2360799442439,972.0118504740495,1.2242294701943592
2008-10-01,971.0227386702954,972.1982153665659,-1.1754766962704934
2009-01-01,969.8813755343051,972.3832854088275,-2.5019098745224255
2009-04-01,969.7025648125424,972.5748158520332,-2.872251039490834
2009-07-01,970.0531419672564,972.7789154665986,-2.7257734993422673
2009-10-01,971.1282555051807,972.9998028244986,-1.8715473193178696
2010-01-01,971.6115865272487,973.2399026946096,-1.628316167360822
2010-04-01,972.5745215095095,973.5004082000444,-0.9258866905348668
2010-07-01,973.3426487800099,973.7814408860371,-0.43879210602722196
2010-10-01,973.866385144455,974.0825129814511,-0.2161278369961792
2011-01-01,973.62889847085,974.4028479506433,-0.7739494797932593
2011-04-01,974.3032022177166,974.741527026496,-0.4383248087793845
2011-07-01,974.2808869921381,975.0971221138155,-0.8162351216774368
2011-10-01,975.3976766732845,975.4679166604253,-0.07023998714078061
2012-01-01,976.2327708551636,975.851656958332,0.38111389683160724
2012-04-01,976.6781124817959,976.2460430753399,0.43206940645598024
2012-07-01,976.8220368582821,976.6490258863322,0.1730109719499069
2012-10-01,976.9376105998571,977.058840606561,-0.12123000670396777
2013-01-01,977.9193365264086,977.4738363079937,0.44550021841496346
2013-04-01,978.1866153529224,977.8922822823956,0.2943330705268181
2013-07-01,979.0344050081721,978.3127410005768,0.7216640075953364
2013-10-01,979.9023690319984,978.7339686308712,1.168400401127201
